Item Number,Description,Size 1,Size 2,Store,Dept.,Category,SubCat,Vendor,Order Number,OnHand,OnOrder,Layaway,Committed,Cost,PriceUnits,Price,YTD Sales,OrdPt,OrdUp2,LastSale,G/L,Bin Location
1,"Gentlemen prefer Chi O button - 3"" round",,,1,3,!Undefined,!Undefined,260,1,499,0,0,0,0.58,1,2,36.8,0,0,20151001,120010,
10,Give A Hoot button,,,1,3,!Undefined,!Undefined,324,BTN034,39,0,0,0,1,1,2.25,34.2,0,0,20150826,120010,
100,Chi Omega Mom tee,L,WHITE,1,1,2,!Undefined,310,MOTHERS_1508626,3,0,0,0,11.75,1,25,0,0,0,0,120010,
100,Chi Omega Mom tee,M,WHITE,1,1,2,!Undefined,310,MOTHERS_1508626,5,0,0,0,11.75,1,25,0,0,0,0,120010,
100,Chi Omega Mom tee,S,WHITE,1,1,2,!Undefined,310,MOTHERS_1508626,5,0,0,0,11.75,1,25,0,0,0,0,120010,
100,Chi Omega Mom tee,XL,WHITE,1,1,2,!Undefined,310,MOTHERS_1508626,4,0,0,0,11.75,1,25,0,0,0,0,120010,
100,Chi Omega Mom tee,XXL,WHITE,1,1,2,!Undefined,310,MOTHERS_1508626,4,0,0,0,11.75,1,25,0,0,0,0,120010,
10000,,,,1,!Undefined,!Undefined,!Undefined,,10000,0,0,0,0,0,1,0,0,0,0,0,120010,
1002,Sigma Epsilon  Bid Day Tote,,,1,7,!Undefined,!Undefined,310,1002,0,0,0,0,12.25,1,15.75,819,0,0,20141211,120010,
1004,Owl padded case for cell phone,,,1,3,!Undefined,!Undefined,356,32930- OWL,0,0,0,0,8.5,1,19,-7,0,0,20150320,120010,
1006,Custom Theta Mu letter tee,L,RED,1,7,!Undefined,!Undefined,282,GILDAN SOFT STYLE,0,0,0,0,10,1,12.5,75,0,0,20150331,120010,
1006,Custom Theta Mu letter tee,M,RED,1,7,!Undefined,!Undefined,282,GILDAN SOFT STYLE,0,0,0,0,10,1,12.5,150,0,0,20150331,120010,
1006,Custom Theta Mu letter tee,S,RED,1,7,!Undefined,!Undefined,282,GILDAN SOFT STYLE,0,0,0,0,10,1,12.5,300,0,0,20150331,120010,
1006,Custom Theta Mu letter tee,XL,RED,1,7,!Undefined,!Undefined,282,GILDAN SOFT STYLE,0,0,0,0,10,1,12.5,50,0,0,20150331,120010,
1007,Custom Sisterhood Retreat tee,L,POMEGRA,1,7,!Undefined,!Undefined,369,1007,0,0,0,0,11,1,13.75,0,0,0,20131126,120010,
1007,Custom Sisterhood Retreat tee,M,POMEGRA,1,7,!Undefined,!Undefined,369,1007,0,0,0,0,11,1,13.75,0,0,0,20131126,120010,
1007,Custom Sisterhood Retreat tee,S,POMEGRA,1,7,!Undefined,!Undefined,369,1007,0,0,0,0,11,1,13.75,0,0,0,20131126,120010,
1007,Custom Sisterhood Retreat tee,XL,POMEGRA,1,7,!Undefined,!Undefined,369,1007,0,0,0,0,11,1,13.75,0,0,0,20131126,120010,
1007,Custom Sisterhood Retreat tee,XXL,POMEGRA,1,7,!Undefined,!Undefined,369,1007,0,0,0,0,11,1,13.75,0,0,0,20131126,120010,
1007A,Hoot personalized note cards pk 12,,,1,2,!Undefined,!Undefined,359,A2-1,0,0,0,0,9.6,1,22,0,0,0,20130715,120010,
1007B,Flower Power Personalized notes pk-12,,,1,2,!Undefined,!Undefined,359,A2-9,0,0,0,0,9.6,1,22,0,0,0,20130625,120010,
1007C,Fun in the Sun personalized Hoot notes,,,1,2,!Undefined,!Undefined,359,A2-11,0,0,0,0,9.6,1,22,0,0,0,0,120010,
1007D,Party Hootie Personalized note cards,,,1,2,!Undefined,!Undefined,359,A2-14,0,0,0,0,9.6,1,22,0,0,0,20110421,120010,
1008,Custom Theta Mu block letter tees,L,RED,1,7,!Undefined,!Undefined,330,1008,0,0,0,0,9.72,1,12.5,0,0,0,20140428,120010,
1008,Custom Theta Mu block letter tees,M,RED,1,7,!Undefined,!Undefined,330,1008,0,0,0,0,9.72,1,12.5,0,0,0,20140428,120010,
1008,Custom Theta Mu block letter tees,S,RED,1,7,!Undefined,!Undefined,330,1008,0,0,0,0,9.72,1,12.5,0,0,0,20140428,120010,
1008A,Color Crest personalized note cards,,,1,2,!Undefined,!Undefined,359,A6-1,0,0,0,0,11.4,1,26,0,0,0,20130301,120010,
1008B,Personalized Flourish notes,,,1,2,!Undefined,!Undefined,359,A6-5,0,0,0,0,11.4,1,26,0,0,0,20130830,120010,
1009,Pandora Owl Charm,,,1,4,!Undefined,!Undefined,314,1009,14,0,0,0,13.95,1,36,144,0,0,20150424,120010,
101,Crystal Make-A-Wish award,,,1,5,!Undefined,!Undefined,84,C1011,0,0,0,0,130.5,1,145,0,0,0,20120327,120010,
1010,Custom Phi Alpha Philanthropy tee,L,BLUE,1,9,!Undefined,!Undefined,260,1010,0,0,0,0,14.5,1,18.25,0,0,0,20110425,120010,
1010,Custom Phi Alpha Philanthropy tee,M,BLUE,1,9,!Undefined,!Undefined,260,1010,0,0,0,0,14.5,1,18.25,0,0,0,20110425,120010,
1010,Custom Phi Alpha Philanthropy tee,M,WHITE,1,9,!Undefined,!Undefined,260,1010,0,0,0,0,14.5,1,18.25,0,0,0,0,120010,
1010,Custom Phi Alpha Philanthropy tee,S,BLUE,1,9,!Undefined,!Undefined,260,1010,0,0,0,0,14.5,1,18.25,0,0,0,20110425,120010,
1011,Chi Omega tank,L,GREY/ASH,1,1,2,!Undefined,354,1011,0,0,0,0,12,1,26,0,0,0,20130328,120010,
1011,Chi Omega tank,L,WHITE,1,1,2,!Undefined,354,1011,0,0,0,0,12,1,26,0,0,0,20120424,120010,
1011,Chi Omega tank,M,WHITE,1,1,2,!Undefined,354,1011,0,0,0,0,12,1,26,0,0,0,20140509,120010,
1011,Chi Omega tank,S,WHITE,1,1,2,!Undefined,354,1011,0,1,0,0,12,1,26,0,0,0,20140331,120010,
1011,Chi Omega tank,XL,WHITE,1,1,2,!Undefined,354,1011,0,0,0,0,12,1,26,0,0,0,20130307,120010,
1011,Chi Omega tank,XS,WHITE,1,1,2,!Undefined,354,1011,0,0,0,0,12,1,26,0,0,0,0,120010,
1012,Custom Zeta Zeta Photo magnet frames,,,1,7,!Undefined,!Undefined,325,PFJ01 JUMBO PICTURE,0,0,0,0,1.02,1,1.5,0,0,0,20131113,120010,
1012A,Custom black pledge class 2007 tee,M,BLACK,1,7,!Undefined,!Undefined,260,1012A,0,0,0,0,14.3,1,18,0,0,0,20110531,120010,
1012A,Custom black pledge class 2007 tee,S,BLACK,1,7,!Undefined,!Undefined,260,1012A,0,0,0,0,14.3,1,18,0,0,0,20110531,120010,
1012A,Custom black pledge class 2007 tee,XL,BLACK,1,7,!Undefined,!Undefined,260,1012A,0,0,0,0,14.3,1,18,0,0,0,20110531,120010,
1012B,Custom Lime green pledge class 2008 tee,L,KEYLIME,1,7,!Undefined,!Undefined,260,1012B,0,0,0,0,14.3,1,18,0,0,0,20110531,120010,
1012B,Custom Lime green pledge class 2008 tee,M,KEYLIME,1,7,!Undefined,!Undefined,260,1012B,0,0,0,0,14.3,1,18,0,0,0,20110531,120010,
1012B,Custom Lime green pledge class 2008 tee,S,KEYLIME,1,7,!Undefined,!Undefined,260,1012B,0,0,0,0,14.3,1,18,0,0,0,20110531,120010,
1012B,Custom Lime green pledge class 2008 tee,XS,KEYLIME,1,7,!Undefined,!Undefined,260,1012B,0,0,0,0,8,1,18,0,0,0,0,120010,
1012C,Custom Lavendar pledge class 2009 tee,L,MULTI,1,7,!Undefined,!Undefined,260,1012C,0,0,0,0,14.3,1,18,0,0,0,20110531,120010,
1012C,Custom Lavendar pledge class 2009 tee,M,MULTI,1,7,!Undefined,!Undefined,260,1012C,0,0,0,0,14.3,1,18,0,0,0,20110531,120010,
1012C,Custom Lavendar pledge class 2009 tee,S,MULTI,1,7,!Undefined,!Undefined,260,1012C,0,0,0,0,14.3,1,18,0,0,0,20110531,120010,
1012C,Custom Lavendar pledge class 2009 tee,S,PURPLE,1,7,!Undefined,!Undefined,260,1012C,0,0,0,0,8,1,18,0,0,0,0,120010,
1012D,Custom Tiffany blue pledge class 2010 te,L,BLUE,1,7,!Undefined,!Undefined,260,1012D,0,0,0,0,14.3,1,18,0,0,0,20110531,120010,
1012D,Custom Tiffany blue pledge class 2010 te,M,BLUE,1,7,!Undefined,!Undefined,260,1012D,0,0,0,0,14.3,1,18,0,0,0,20110531,120010,
1012D,Custom Tiffany blue pledge class 2010 te,S,BLUE,1,7,!Undefined,!Undefined,260,1012D,0,0,0,0,14.3,1,18,0,0,0,20110531,120010,
1013,Total Bling Pen - red,,,1,2,!Undefined,!Undefined,333,1013,0,0,0,0,8.5,1,19,-34.25,0,0,20150223,120010,
1014,Custom Heart stress ball - MAW,,,1,9,!Undefined,!Undefined,260,1014,0,0,0,0,0.01,1,1.5,0,0,0,20130220,120010,
1014A,Custom Red Star Shaped stress ball,,,1,9,!Undefined,!Undefined,260,1014A,0,0,0,0,1.12,1,1.4,0,0,0,0,120010,
1016,Blueberry owl cupcake,,,1,2,!Undefined,!Undefined,360,1016,0,0,0,0,2,1,4.5,1,0,0,20150319,120010,
1017,Strawberry owl cupcake,,,1,2,!Undefined,!Undefined,360,1017,0,0,0,0,2,1,4.5,-3.73,0,0,20150114,120010,
102,"Gold plated crest - 1""",,,1,11,!Undefined,!Undefined,118,102,0,0,0,0,17,1,21.25,0,0,0,20130228,120010,
1021,Owl Lift You Up,,,1,2,!Undefined,!Undefined,360,1021,0,0,0,0,3,1,6.5,6,0,0,20150223,120010,
1023,Owl love you forever,,,1,2,!Undefined,!Undefined,360,1023,0,0,0,0,3,1,6.5,-1,0,0,20140203,120010,
1025B,Big Owl Pill-owl,,,1,3,!Undefined,!Undefined,361,1025B,7,0,0,0,16,1,36,0,0,0,20140127,120010,
1025C,Chloe Pill-owl,,,1,3,!Undefined,!Undefined,361,1025C,5,0,0,0,16,1,36,0,0,0,20130827,120010,
1025L,Lilly Pill-owl,,,1,3,!Undefined,!Undefined,361,1025L,4,1,0,0,16,1,36,36,0,0,20150406,120010,
1025M,Maggie Pill-owl,,,1,3,!Undefined,!Undefined,361,1025M,5,0,0,0,16,1,36,72,0,0,20150406,120010,
1025O,Olive Pill-owl,,,1,3,!Undefined,!Undefined,361,1025O,6,0,0,0,16,1,36,0,0,0,20131213,120010,
1026,Owl Pacifier clip,,,1,3,!Undefined,!Undefined,122,41957-20,0,0,0,0,2.25,1,5,10,0,0,20141008,120010,
1029,Tau Kappa Intramural tees,L,BLACK,1,7,!Undefined,!Undefined,260,1029,0,0,0,0,11,1,12,0,0,0,20121116,120010,
1029,Tau Kappa Intramural tees,L,BLUE,1,7,!Undefined,!Undefined,260,1029,0,0,0,0,10,1,12,0,0,0,0,120010,
1029,Tau Kappa Intramural tees,M,BLACK,1,7,!Undefined,!Undefined,260,1029,0,0,0,0,11,1,12,0,0,0,20121116,120010,
1029,Tau Kappa Intramural tees,M,BLUE,1,7,!Undefined,!Undefined,260,1029,0,0,0,0,10,1,12,0,0,0,0,120010,
1029,Tau Kappa Intramural tees,S,BLACK,1,7,!Undefined,!Undefined,260,1029,0,0,0,0,11,1,12,0,0,0,20121116,120010,
1029,Tau Kappa Intramural tees,S,BLUE,1,7,!Undefined,!Undefined,260,1029,0,0,0,0,10,1,12,0,0,0,0,120010,
1029,Tau Kappa Intramural tees,S,RED,1,7,!Undefined,!Undefined,260,1029,0,0,0,0,10,1,12,0,0,0,0,120010,
1029,Tau Kappa Intramural tees,XL,BLACK,1,7,!Undefined,!Undefined,260,1029,0,0,0,0,11,1,12,0,0,0,20121116,120010,
1029,Tau Kappa Intramural tees,XL,BLUE,1,7,!Undefined,!Undefined,260,1029,0,0,0,0,10,1,12,0,0,0,0,120010,
1029,Tau Kappa Intramural tees,XXL,BLACK,1,7,!Undefined,!Undefined,260,1029,0,0,0,0,13.5,1,12,0,0,0,20121116,120010,
1029,Tau Kappa Intramural tees,XXL,BLUE,1,7,!Undefined,!Undefined,260,1029,0,0,0,0,10,1,12,0,0,0,0,120010,
103,White Leather Chi Omega Watch,,,1,11,!Undefined,!Undefined,118,103,3,0,0,0,28,1,50,100,0,0,20150618,120010,
1030,Vineyard Vines Owl tie,,,1,1,12,!Undefined,309,1030,3,0,0,0,36.5,1,75,345,0,0,20150917,120010,
1031,Founders Award,,,1,5,!Undefined,!Undefined,406,W-T20-12,0,0,0,0,369.5,1,440.55,0,0,0,20140428,120010,
1031C,Custom Calzone case,,,1,5,!Undefined,!Undefined,410,1031C,0,0,0,0,2205,1,2205,2205,0,0,20141110,120010,
1031H,Custom Founders'  cup (Headquarters),,,1,5,!Undefined,!Undefined,410,1031H,0,0,0,0,8540.5,1,8540.5,0,0,0,20140515,120010,
1032,Personalized Chi Omega Stamp,,,1,3,!Undefined,!Undefined,391,CLCERTSORORITY,0,0,0,0,20,1,45,11.2,0,0,20150218,120010,
1033,Self Inking Stamper and Clip,,,1,3,!Undefined,!Undefined,391,CH/CLIPCOSYMBOL,0,0,0,0,8.5,1,20,6,0,0,20150218,120010,
1034,Owl Tear earrings,,,1,4,!Undefined,!Undefined,392,OWL TEARS ER,0,0,0,0,11,1,24.5,0,0,0,20131005,120010,
1037,Florette Note card pkg of 8/envelopes,,,1,2,!Undefined,!Undefined,393,1037,5,0,0,0,5,1,11,33,0,0,20150807,120010,
1038,Full color crest note card 8 w envelopes,,,1,2,!Undefined,!Undefined,393,1038,6,0,0,0,5,1,11,55,0,0,20150617,120010,
103B,Chi Omega jeweled blush watch,,,1,11,!Undefined,!Undefined,118,103B,7,6,0,0,35,1,50,300,0,0,20150202,120010,
104,Navy l/s letter tee,L,BLUE,1,1,9,!Undefined,310,BOUQUET_1427416 JERZ,1,4,0,0,14.25,1,32,24,0,0,20150918,120010,
104,Navy l/s letter tee,L,WHITE,1,1,9,!Undefined,310,BOUQUET_1427416 JERZ,0,0,0,0,14.25,1,32,0,0,0,0,120010,
104,Navy l/s letter tee,M,BLUE,1,1,9,!Undefined,310,BOUQUET_1427416 JERZ,0,8,0,0,14.25,1,32,217.6,0,0,20150814,120010,
104,Navy l/s letter tee,M,WHITE,1,1,9,!Undefined,310,BOUQUET_1427416 JERZ,0,0,0,0,14.25,1,32,0,0,0,0,120010,
104,Navy l/s letter tee,S,BLUE,1,1,9,!Undefined,310,BOUQUET_1427416 JERZ,4,8,0,0,14.25,1,32,230.4,0,0,20150529,120010,
104,Navy l/s letter tee,S,WHITE,1,1,9,!Undefined,310,BOUQUET_1427416 JERZ,0,0,0,0,14.25,1,32,0,0,0,0,120010,
104,Navy l/s letter tee,XL,BLUE,1,1,9,!Undefined,310,BOUQUET_1427416 JERZ,5,4,0,0,14.25,1,32,25.6,0,0,20150731,120010,
104,Navy l/s letter tee,XL,WHITE,1,1,9,!Undefined,310,BOUQUET_1427416 JERZ,0,0,0,0,14.25,1,32,0,0,0,0,120010,
1040,Hoot Couture white salt & pepper shakers,,,1,3,!Undefined,!Undefined,394,F124564,0,0,0,0,4.95,1,12.5,0,0,0,20140718,120010,
1047,Custom Theta Lambda Stitched letter tee,L,GREY/ASH,1,7,!Undefined,!Undefined,330,1047,0,0,0,0,9.72,1,12.5,62.5,0,0,20150210,120010,
1047,Custom Theta Lambda Stitched letter tee,M,GREY/ASH,1,7,!Undefined,!Undefined,330,1047,0,0,0,0,9.72,1,12.5,137.5,0,0,20150820,120010,
1047,Custom Theta Lambda Stitched letter tee,S,GREY/ASH,1,7,!Undefined,!Undefined,330,1047,0,0,0,0,9.72,1,12.5,75,0,0,20150210,120010,
1047,Custom Theta Lambda Stitched letter tee,XL,GREY/ASH,1,7,!Undefined,!Undefined,330,1047,0,0,0,0,9.72,1,12.5,25,0,0,20150210,120010,
1047,Custom Theta Lambda Stitched letter tee,XXL,GREY/ASH,1,7,!Undefined,!Undefined,330,1047,0,0,0,0,9.72,1,12.5,0,0,0,0,120010,
1047,Custom Theta Lambda Stitched letter tee,XXL,WHITE,1,7,!Undefined,!Undefined,330,1047,0,0,0,0,9.72,1,12.5,0,0,0,0,120010,
1048,Holiday owl tumbler - 22 oz,,,1,3,!Undefined,!Undefined,394,F126320,5,0,0,0,6,1,13.5,54,0,0,20141114,120010,
105,Owl Face Door Mat - 18X30L,,,1,3,!Undefined,!Undefined,399,35-RFW/3964,9,0,0,0,16.5,1,37,0,0,0,20140828,120010,
1055,Custom Chi Omega Travel Button,,,1,7,!Undefined,!Undefined,325,1055,0,0,0,0,0.53,1,0.67,0,0,0,20140331,120010,
1056,"Mini owl cutout lantern-4""H",,,1,3,!Undefined,!Undefined,399,27-VERDE/281,6,0,0,0,3.25,1,7.5,181.5,0,0,20150806,120010,
1057,Brown Kraft Bags (5500 quantity),,,1,5,!Undefined,!Undefined,82,1057,0,0,0,0,936.54,1,936.54,936.54,0,0,20141021,120010,
1058,"Natural french knot owl pillow - 18"" sq.",,,1,3,!Undefined,!Undefined,370,24SJM4358C18SQ,3,0,0,0,24,1,54,421.2,0,0,20150803,120010,
105A,Custom Tau Kappa Philanthropy reorder,L,WHITE,1,9,!Undefined,!Undefined,260,105A,0,7,0,0,6,1,7.5,0,0,0,20091123,120010,
105A,Custom Tau Kappa Philanthropy reorder,M,WHITE,1,9,!Undefined,!Undefined,260,105A,0,7,0,0,6,1,7.5,0,0,0,20091123,120010,
105A,Custom Tau Kappa Philanthropy reorder,S,WHITE,1,9,!Undefined,!Undefined,260,105A,0,3,0,0,6,1,7.5,0,0,0,20091123,120010,
105A,Custom Tau Kappa Philanthropy reorder,XL,WHITE,1,9,!Undefined,!Undefined,260,105A,0,7,0,0,6,1,7.5,0,0,0,20091123,120010,
106,Cream Plaid Scarf with Owl Embroidery,,,1,1,12,!Undefined,369,106,0,0,0,0,12.5,1,27,27,0,0,20141223,120010,
1061,Large White Owl Planter,,,1,7,!Undefined,!Undefined,399,27-NOEL/OWL LG,0,0,0,0,8,1,11,308,0,0,20150226,120010,
1062,IPhone 5 Chevron Case,,,1,3,!Undefined,!Undefined,396,OMG-IP5,0,0,0,0,6.5,1,15,-7.5,0,0,20140429,120010,
1063G1,Goldtone Chevron bracelet,,,1,4,!Undefined,!Undefined,396,1063G1,0,0,0,0,3,1,6.5,0,0,0,0,120010,
1063S1,Silvertone Chevron Bracelet,,,1,4,!Undefined,!Undefined,396,1063S1,2,0,0,0,3,1,6.5,0,0,0,0,120010,
1064,"Textured owl planter-cement 5""",,,1,7,!Undefined,!Undefined,399,27-NOEL/OWL SM,0,0,0,0,4.5,1,6,120,0,0,20150406,120010,
1067,Sterling silver crest guard w/button bac,,,1,5,!Undefined,!Undefined,118,1067,0,0,0,0,21,1,21,0,0,0,20130327,120010,
1068,Symphony folded notes,,,1,2,!Undefined,!Undefined,393,1068,26,0,0,0,5,1,11,345.4,0,0,20150731,120010,
1069,Chi Omega Symphony phrase folded notes,,,1,2,!Undefined,!Undefined,393,1069,6,0,0,0,5,1,11,281.6,0,0,20150713,120010,
106B,Red hoodie with yellow gingham XO,L,RED,1,1,1,!Undefined,282,106B,7,0,0,0,17,1,40,0,0,0,20140306,120010,
106B,Red hoodie with yellow gingham XO,L,WHITE,1,1,1,!Undefined,282,106B,0,0,0,0,17,1,40,0,0,0,0,120010,
106B,Red hoodie with yellow gingham XO,M,RED,1,1,1,!Undefined,282,106B,7,0,0,0,17,1,40,40,0,0,20150212,120010,
106B,Red hoodie with yellow gingham XO,M,WHITE,1,1,1,!Undefined,282,106B,0,0,0,0,17,1,40,0,0,0,0,120010,
106B,Red hoodie with yellow gingham XO,M,YELLOW,1,1,1,!Undefined,282,106B,0,0,0,0,17,1,40,0,0,0,0,120010,
106B,Red hoodie with yellow gingham XO,S,GREY/ASH,1,1,1,!Undefined,282,106B,0,0,0,0,17,1,40,0,0,0,0,120010,
106B,Red hoodie with yellow gingham XO,S,RED,1,1,1,!Undefined,282,106B,6,0,0,0,17,1,40,40,0,0,20150212,120010,
106B,Red hoodie with yellow gingham XO,S,WHITE,1,1,1,!Undefined,282,106B,0,0,0,0,17,1,40,0,0,0,0,120010,
106B,Red hoodie with yellow gingham XO,XL,RED,1,1,1,!Undefined,282,106B,4,0,0,0,17,1,40,40,0,0,20141015,120010,
106B,Red hoodie with yellow gingham XO,XL,WHITE,1,1,1,!Undefined,282,106B,0,0,0,0,17,1,40,0,0,0,0,120010,
106B,Red hoodie with yellow gingham XO,XS,WHITE,1,1,1,!Undefined,282,106B,0,0,0,0,17,1,40,0,0,0,0,120010,
106B,Red hoodie with yellow gingham XO,XXL,RED,1,1,1,!Undefined,282,106B,-2,2,0,0,17,1,40,0,0,0,0,120010,
107,2012 Convention Tote,,,1,5,5,!Undefined,353,107,0,0,0,0,7.65,1,8,0,0,0,20120504,120010,
1070,Chevron folded notes,,,1,2,!Undefined,!Undefined,393,1070,20,0,0,0,5,1,11,22,0,0,20150713,120010,
1071,Custom Tau Kappa Spring Formal tee,L,BLUE,1,7,!Undefined,!Undefined,369,COMFORT COLORS NAVY,0,0,0,0,11,1,13.75,0,0,0,20140428,120010,
1071,Custom Tau Kappa Spring Formal tee,M,BLUE,1,7,!Undefined,!Undefined,369,COMFORT COLORS NAVY,0,0,0,0,11,1,13.75,0,0,0,20140428,120010,
1071,Custom Tau Kappa Spring Formal tee,S,BLUE,1,7,!Undefined,!Undefined,369,COMFORT COLORS NAVY,0,0,0,0,11,1,13.75,0,0,0,20140428,120010,
1071,Custom Tau Kappa Spring Formal tee,XL,BLUE,1,7,!Undefined,!Undefined,369,COMFORT COLORS NAVY,0,0,0,0,11,1,13.75,0,0,0,20140428,120010,
1071,Custom Tau Kappa Spring Formal tee,XXL,BLUE,1,7,!Undefined,!Undefined,369,COMFORT COLORS NAVY,0,0,0,0,11,1,13.75,0,0,0,20140428,120010,
1071A,Custom Tau Kappa Spring Formal tee - 2nd,L,BLUE,1,7,!Undefined,!Undefined,369,COMFORT COLORS NAVY,0,0,0,0,15.5,1,19.7,0,0,0,20140617,120010,
1071A,Custom Tau Kappa Spring Formal tee - 2nd,M,BLUE,1,7,!Undefined,!Undefined,369,COMFORT COLORS NAVY,0,0,0,0,15.5,1,19.7,0,0,0,20140617,120010,
1071A,Custom Tau Kappa Spring Formal tee - 2nd,XL,BLUE,1,7,!Undefined,!Undefined,369,COMFORT COLORS NAVY,0,0,0,0,15.5,1,19.7,0,0,0,20140617,120010,
1073,Boat tote w/navy embroidered crest,,,1,1,6,!Undefined,310,BOATING_1409404,27,0,0,0,18,1,40,320,0,0,20150420,120010,
1074,Custom Iota Mu quarter zip jacket,L,WHITE,1,7,!Undefined,!Undefined,369,ST253 WHITE,0,0,0,0,26,1,32.5,0,0,0,20140428,120010,
1074,Custom Iota Mu quarter zip jacket,M,WHITE,1,7,!Undefined,!Undefined,369,ST253 WHITE,0,0,0,0,26,1,32.5,0,0,0,20140428,120010,
1074,Custom Iota Mu quarter zip jacket,S,WHITE,1,7,!Undefined,!Undefined,369,ST253 WHITE,-1,0,0,0,26,1,32.5,0,0,0,20140428,120010,
1074,Custom Iota Mu quarter zip jacket,XL,WHITE,1,7,!Undefined,!Undefined,369,ST253 WHITE,0,0,0,0,26,1,32.5,0,0,0,20140428,120010,
1074,Custom Iota Mu quarter zip jacket,XS,WHITE,1,7,!Undefined,!Undefined,369,ST253 WHITE,0,0,0,0,26,1,32.5,0,0,0,0,120010,
1075,Sterling silver w/freshwater pearl neckl,,,1,4,!Undefined,!Undefined,314,1075,-1,0,0,0,9.95,1,22.5,247.5,0,0,20150422,120010,
1076,Vera Bradley Clementine crew s/s  tee,L,ORANGE,1,1,2,!Undefined,330,CC MELON 4075,2,0,0,0,11.72,1,25,95,0,0,20150814,120010,
1076,Vera Bradley Clementine crew s/s  tee,L,WHITE,1,1,2,!Undefined,330,CC MELON 4075,0,0,0,0,11.72,1,25,0,0,0,0,120010,
1076,Vera Bradley Clementine crew s/s  tee,M,ORANGE,1,1,2,!Undefined,330,CC MELON 4075,5,0,0,0,11.72,1,25,60,0,0,20150731,120010,
1076,Vera Bradley Clementine crew s/s  tee,M,WHITE,1,1,2,!Undefined,330,CC MELON 4075,0,0,0,0,11.72,1,25,0,0,0,0,120010,
1076,Vera Bradley Clementine crew s/s  tee,S,ORANGE,1,1,2,!Undefined,330,CC MELON 4075,5,1,0,0,11.72,1,25,25,0,0,20141104,120010,
1076,Vera Bradley Clementine crew s/s  tee,S,WHITE,1,1,2,!Undefined,330,CC MELON 4075,0,0,0,0,11.72,1,25,0,0,0,0,120010,
1076,Vera Bradley Clementine crew s/s  tee,XL,ORANGE,1,1,2,!Undefined,330,CC MELON 4075,6,0,0,0,11.72,1,25,25,0,0,20141020,120010,
1076,Vera Bradley Clementine crew s/s  tee,XL,WHITE,1,1,2,!Undefined,330,CC MELON 4075,0,0,0,0,11.72,1,25,0,0,0,0,120010,
1077,Greek letter ring-sterling silver,4,SILVER,1,4,!Undefined,!Undefined,314,CO-NH-LR,0,0,0,0,14,1,32,0,0,0,0,120010,
1077,Greek letter ring-sterling silver,5,SILVER,1,4,!Undefined,!Undefined,314,CO-NH-LR,3,0,0,0,14,1,32,0,0,0,20141205,120010,
1077,Greek letter ring-sterling silver,6,SILVER,1,4,!Undefined,!Undefined,314,CO-NH-LR,5,0,0,0,14,1,32,32,0,0,20150302,120010,
1077,Greek letter ring-sterling silver,7,SILVER,1,4,!Undefined,!Undefined,314,CO-NH-LR,0,0,0,0,14,1,32,0,0,0,20150406,120010,
1077,Greek letter ring-sterling silver,8,SILVER,1,4,!Undefined,!Undefined,314,CO-NH-LR,1,0,0,0,14,1,32,64,0,0,20150421,120010,
1077,Greek letter ring-sterling silver,9,SILVER,1,4,!Undefined,!Undefined,314,CO-NH-LR,0,0,0,0,14,1,32,96,0,0,20150520,120010,
1078,"Textured owl planter-cement - 7""",,,1,3,!Undefined,!Undefined,399,27-NOEL/OWL LG,6,0,0,0,8,1,18,0,0,0,0,120010,
1078A,Folk owl mug - be happy,,,1,3,!Undefined,!Undefined,324,MUG182,5,0,0,0,7.5,1,16.75,33.5,0,0,20150424,120010,
1078B,Folk owl mug-stop smile breathe,,,1,3,!Undefined,!Undefined,324,MUG184,2,0,0,0,7.5,1,16.75,149.912,0,0,20150810,120010,
1078C,Folk owl mug-awesome,,,1,3,!Undefined,!Undefined,324,MUG181,11,0,0,0,7.5,1,16.75,1.675,0,0,20150227,120010,
1078D,Folk owl mug-love the moment,,,1,3,!Undefined,!Undefined,324,MUG183,10,0,0,0,7.5,1,16.75,50.25,0,0,20150330,120010,
1079,"Textured owl planter-cement 5""",,,1,3,!Undefined,!Undefined,399,27-NOEL/OWL SM,23,0,0,0,4.5,1,10,8,0,0,20141111,120010,
1079A,Folk owl trinket dish,,,1,3,!Undefined,!Undefined,324,PDSH069,7,0,0,0,6.5,1,14.5,118.9,0,0,20150921,120010,
1079B,Folk owl tray,,,1,3,!Undefined,!Undefined,324,PDSH068,8,0,0,0,9,1,20,20,0,0,20141215,120010,
1079C,Folk owl platter,,,1,3,!Undefined,!Undefined,324,PDSH070,5,0,0,0,17,1,38,0,0,0,0,120010,
108,"Deep bowl w/ 2 owls -6"" W",,,1,3,!Undefined,!Undefined,399,27/VERDE/400,1,0,0,0,10.2,1,25,80,0,0,20150821,120010,
1080,"Owl Door Knocker - Cast Iron 5""",,,1,3,!Undefined,!Undefined,399,27-IRON AGE/165,5,0,0,0,7,1,16,14.5,0,0,20150126,120010,
1081,"Owl wall hook - 6""",,,1,3,!Undefined,!Undefined,399,27-JARDIN/52,25,0,0,0,3.75,1,8.5,93.5,0,0,20150618,120010,
1082,Custom yellow v-neck tee,L,YELLOW,1,5,!Undefined,!Undefined,260,LEMON AA2456W,0,0,0,0,19.65,1,20,0,0,0,20140620,120010,
